model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2,38.82026688446171,1.5334820747375488,4.1598363572524657e-05,59.530183403849705,84.18,89.91,-5.72999999999999,5.72999999999999
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1,218.2576587946728,0.38004937767982483,1.0309499177512609e-05,82.94868739877094,84.18,89.76,-5.579999999999998,5.579999999999998
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2,23.7279742531419,2.075183868408203,5.629296518034405e-05,49.23990940012525,84.18,89.87,-5.689999999999998,5.689999999999998
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1,177.6517190573872,0.6021432876586914,8.167091032697095e-06,106.97179017143333,84.18,89.92,-5.739999999999995,5.739999999999995
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2,44.8968559134462,4.4898576736450195,3.0448796072353918e-05,201.5804930455212,84.18,89.92,-5.739999999999995,5.739999999999995
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0,23.327271549057578,1.535172700881958,0.00018739901133812964,35.81139046817358,84.18,89.76,-5.579999999999998,5.579999999999998
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1,121.11697757421864,1.4765928983688354,1.0013786474398026e-05,178.84046895798875,84.18,89.84,-5.659999999999997,5.659999999999997
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2,19.39836438133603,5.531182289123535,3.751073058487641e-05,107.29588950401067,84.18,89.81,-5.6299999999999955,5.6299999999999955
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1,205.79066826598813,1.6805919408798218,5.6986217613383715e-06,345.85013859609256,84.18,89.7,-5.519999999999996,5.519999999999996
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2,44.79382278450752,10.249937057495117,1.7377958607135548e-05,459.1338641057927,84.18,89.8,-5.61999999999999,5.61999999999999
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0,16.059581756061977,2.052523136138916,6.263803516048938e-05,32.96266311103165,84.18,89.82,-5.639999999999986,5.639999999999986
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1,85.60045060457702,3.3711321353912354,5.715488239527784e-06,288.5704298370597,84.18,89.71,-5.529999999999987,5.529999999999987
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2,9.90361578376205,10.0349702835083,1.701349942272322e-05,99.38249008933593,84.18,89.81,-5.6299999999999955,5.6299999999999955
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1,48.564573746461136,5.090421676635742,4.315203922386799e-06,247.21415891556083,84.18,89.86,-5.679999999999993,5.679999999999993
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2,20.30742757224338,12.413098335266113,5.26135691971932e-06,252.07809539055148,84.18,89.83,-5.6499999999999915,5.6499999999999915
resnet18_no_weights,CIFAR10,QAT,layer4.0.downsample.0,5.848559264575734,7.150626182556152,5.455494829220697e-05,41.82086100750659,84.18,89.8,-5.61999999999999,5.61999999999999
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv1,74.92321966978137,10.257064819335938,4.347510791073243e-06,768.4923206262929,84.18,89.72,-5.539999999999992,5.539999999999992
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv2,2.705128136119701,15.038018226623535,6.373943001057745e-06,40.67976621632022,84.18,89.8,-5.61999999999999,5.61999999999999
resnet18_no_weights,CIFAR10,QAT,fc,3.4548831583572936,2.046517848968506,0.0003997105173766613,7.070480049678887,84.18,89.75,-5.569999999999993,5.569999999999993
resnet50_no_weights,CIFAR10,QAT,conv1,294.3102695400545,0.10121522098779678,5.857362325682684e-05,29.788678970474653,81.14,85.64,-4.5,4.5
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1,4.4418816979974505,0.8279401063919067,0.0002021338150370866,3.6776120056202726,81.14,85.31,-4.170000000000002,4.170000000000002
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2,5.277946479687061,0.3774145841598511,1.0238025828989015e-05,1.991973975849042,81.14,85.14,-4.0,4.0
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3,1.219034732700144,2.2529895305633545,0.0001375115680275485,2.746472490166522,81.14,85.1,-3.9599999999999937,3.9599999999999937
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0,8.244503966301352,2.0962791442871094,0.00012794672511518002,17.282781719549877,81.14,85.34,-4.200000000000003,4.200000000000003
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1,1.7848100874549602,0.4984496533870697,3.042295247723814e-05,0.8896379694536705,81.14,85.07,-3.9299999999999926,3.9299999999999926
